Mean,SD,Skewness,Kurtosis,Min,P25,Median,P75,P90,P95,P99,Max
16707.47,4409.38,0.12809854745864868,-0.303725004196167,5171.7617,13611.578,16632.232,19694.076,22482.352,24153.904,27160.305,31466.492
